year,month,day,country,title,text,extracted_terms,hazard-category,product-category,hazard,product
1998,10,22,us,Recall Notification: FSIS-035-98,"Case Number: 035-98  Recall Notification Report:   
            RNR035-98
    
            Date Opened: 10/22/1998   
            Date Closed: 07/07/1999 
    
            Recall Class:  1   
            Press Release (Y/N):   
            Y
    
            Domestic Est. Number:  06655  P   
              Name:  Dixie Packers
    
            Imported Product (Y/N):  N       
            Foreign Estab. Number:  N/A
    
            City:  Madison    
            State:  FL   
            Country:  USA
    
            Product:  Frankfurters
    
            Problem:  BACTERIA   
            Description: LISTERIA
    
            Total Pounds Recalled:  1,734,002   
            Pounds Recovered:  540,883","* Hazard
* Recall
* Food safety
* Food products
* Inspection
* FSIS
* Food safety inspection
* Product safety

Hazard-related terms: 

* Recall
* Hazard
* Inspection

Food-related terms: 

* Food safety
* Food products
* Food inspection
* Food safety inspection
* Food safety

The following terms were not included in the list: 

* FSIS (Food Safety Inspection Service)
* FSIS-035-98",biological,"meat, egg and dairy products",listeria monocytogenes,thermal processed pork meat
1998,11,27,ca,Archive - PRODUCT ALERT - POSSIBLE BOTULISM TOXIN IN ULIVETO DEL SAPORE BRAND GIANT OLIVES TUSCAN STYLE,"OTTAWA, November 27, 1998 -- The Canadian Food Inspection Agency (CFIA) is warning consumers not to eat Black Olives in Brine, packed in 4250 ml cans and identified as ""Bella Di Cerignola - olive in salamoia - Drupa Originale Cerignola"". The olives are packed by Bio Conserve srl, Italy.
The Agency is also warning consumers not to eat Livia Brand Pickled Vegetables in Oil, sold in 500 ml jars, UPC 5621100010, manufactured by Livabec Foods Inc., Sherrington, Quebec.
Livabec Foods, Inc. is recalling these products from the market place because neither the olives nor the pickled vegetables were processed in a manner sufficient to prevent Clostridium botulinum growth and toxin formation. Ingestion of C. botulinum toxin could lead to severe illness.
To date, no botulism illnesses have been reported in association with these products.
Both products were distributed in the Montreal area. Any unused product should be returned to the point of purchase or be destroyed.
For information please contact Mr. Cimaglia, Livabec Foods Inc. at (450) 454-6214.
This archive of previously issued food recalls and allergy alerts is provided for reference and research purposes.
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
OTTAWA, November 27, 1998 -- The Canadian Food Inspection Agency (CFIA) is warning consumers not to eat Black Olives in Brine, packed in 4250 ml cans and identified as ""Bella Di Cerignola - olive in salamoia - Drupa Originale Cerignola"". The olives are packed by Bio Conserve srl, Italy.
The Agency is also warning consumers not to eat Livia Brand Pickled Vegetables in Oil, sold in 500 ml jars, UPC 5621100010, manufactured by Livabec Foods Inc., Sherrington, Quebec.
Livabec Foods, Inc. is recalling these products from the market place because neither the olives nor the pickled vegetables were processed in a manner sufficient to prevent Clostridium botulinum growth and toxin formation. Ingestion of C. botulinum toxin could lead to severe illness.
To date, no botulism illnesses have been reported in association with these products.
Both products were distributed in the Montreal area. Any unused product should be returned to the point of purchase or be destroyed.
For information please contact Mr. Cimaglia, Livabec Foods Inc. at (450) 454-6214.
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
OTTAWA, November 27, 1998 -- The Canadian Food Inspection Agency (CFIA) is warning consumers not to eat Black Olives in Brine, packed in 4250 ml cans and identified as ""Bella Di Cerignola - olive in salamoia - Drupa Originale Cerignola"". The olives are packed by Bio Conserve srl, Italy.
The Agency is also warning consumers not to eat Livia Brand Pickled Vegetables in Oil, sold in 500 ml jars, UPC 5621100010, manufactured by Livabec Foods Inc., Sherrington, Quebec.
Livabec Foods, Inc. is recalling these products from the market place because neither the olives nor the pickled vegetables were processed in a manner sufficient to prevent Clostridium botulinum growth and toxin formation. Ingestion of C. botulinum toxin could lead to severe illness.
To date, no botulism illnesses have been reported in association with these products.
Both products were distributed in the Montreal area. Any unused product should be returned to the point of purchase or be destroyed.
For information please contact Mr. Cimaglia, Livabec Foods Inc. at (450) 454-6214.
OTTAWA, November 27, 1998 -- The Canadian Food Inspection Agency (CFIA) is warning consumers not to eat Black Olives in Brine, packed in 4250 ml cans and identified as ""Bella Di Cerignola - olive in salamoia - Drupa Originale Cerignola"". The olives are packed by Bio Conserve srl, Italy.
The Agency is also warning consumers not to eat Livia Brand Pickled Vegetables in Oil, sold in 500 ml jars, UPC 5621100010, manufactured by Livabec Foods Inc., Sherrington, Quebec.
Livabec Foods, Inc. is recalling these products from the market place because neither the olives nor the pickled vegetables were processed in a manner sufficient to prevent Clostridium botulinum growth and toxin formation. Ingestion of C. botulinum toxin could lead to severe illness.
To date, no botulism illnesses have been reported in association with these products.
Both products were distributed in the Montreal area. Any unused product should be returned to the point of purchase or be destroyed.
For information please contact Mr. Cimaglia, Livabec Foods Inc. at (450) 454-6214.
The Agency is also warning consumers not to eat Livia Brand Pickled Vegetables in Oil, sold in 500 ml jars, UPC 5621100010, manufactured by Livabec Foods Inc., Sherrington, Quebec.
Livabec Foods, Inc. is recalling these products from the market place because neither the olives nor the pickled vegetables were processed in a manner sufficient to prevent Clostridium botulinum growth and toxin formation. Ingestion of C. botulinum toxin could lead to severe illness.
To date, no botulism illnesses have been reported in association with these products.
Both products were distributed in the Montreal area. Any unused product should be returned to the point of purchase or be destroyed.
For information please contact Mr. Cimaglia, Livabec Foods Inc. at (450) 454-6214.
Livabec Foods, Inc. is recalling these products from the market place because neither the olives nor the pickled vegetables were processed in a manner sufficient to prevent Clostridium botulinum growth and toxin formation. Ingestion of C. botulinum toxin could lead to severe illness.
To date, no botulism illnesses have been reported in association with these products.
Both products were distributed in the Montreal area. Any unused product should be returned to the point of purchase or be destroyed.
For information please contact Mr. Cimaglia, Livabec Foods Inc. at (450) 454-6214.
To date, no botulism illnesses have been reported in association with these products.
Both products were distributed in the Montreal area. Any unused product should be returned to the point of purchase or be destroyed.
For information please contact Mr. Cimaglia, Livabec Foods Inc. at (450) 454-6214.
Both products were distributed in the Montreal area. Any unused product should be returned to the point of purchase or be destroyed.
For information please contact Mr. Cimaglia, Livabec Foods Inc. at (450) 454-6214.
For information please contact Mr. Cimaglia, Livabec Foods Inc. at (450) 454-6214.
CFIA contact:
Marie-Sylvie Trotttier Canadian Food Inspection Agency, Montreal ( (514) 283-3815, ext. 340 Pager: (514) 946-5312
Food Safety Facts on Botulism (Clostridium Botulinum)
Marie-Sylvie Trotttier Canadian Food Inspection Agency, Montreal ( (514) 283-3815, ext. 340 Pager: (514) 946-5312
Food Safety Facts on Botulism (Clostridium Botulinum)
Food Safety Facts on Botulism (Clostridium Botulinum)","Botulism toxin, Uliveto, Giant olives, Tuscan style

Hazard-related terms: Toxic, Poisonous, Uliveto, Giant olives, Tuscan style, Botulism toxin, Hazardous substance, Food contamination, Food safety, Product alert

Food-related terms: Uliveto, Giant olives, Tuscan style, Olive oil, Olive oil production, Food product, Food safety, Food hazard, Food contamination, Food adulteration, Food labeling,",biological,fruits and vegetables,clostridium botulinum,olives
1998,12,8,us,Recall Notification: FSIS-023-98,"Case Number: 023-98  Recall Notification Report:   
            RNR023-98
    
            Date Opened: 08/12/1998   
            Date Closed: 12/08/1998 
    
            Recall Class:  I   
            Press Release (Y/N):   
            Y
    
            Domestic Est. Number:  07429  M   
              Name:  Hampton Meat Processig Co.
    
            Imported Product (Y/N):  N       
            Foreign Estab. Number:  N/A
    
            City:  Hopkinsville    
            State:  KY   
            Country:  USA
    
            Product:  Ground Beef
    
            Problem:  BACTERIA   
            Description: E. COLI O157:H7
    
            Total Pounds Recalled:  260   
            Pounds Recovered:  344","Hazard, Recall, Notification, FSIS, Food Safety, Hazardous Substances, FSIS-023-98.

Extraction:

* Hazard
* Recall
* Notification
* FSIS
* Food Safety
* Hazardous Substances
* FSIS-023-98

This title is from the FSIS (Food Safety and Inspection Service) and contains terms related to food safety and inspection. The specific term that stands out is 'Hazardous Substances', which is a term",biological,"meat, egg and dairy products",escherichia coli,ground beef
1998,12,11,au,Woolworths Limited—Home Brand—Assorted Biscuits,PRA No. 1998/3749 Date published 11 Dec 1998 Product description Home Brand Family Assorted Biscuits 500g - Ubd 8 Apr 99; Home Brand Choc Chip Cookie 375g - Ubd 9 Apr 99 & 19 Apr 99; Home Brand Milk Arrowroot 250g - Ubd 8 Apr 99; Home Brand Milk Coffee 250g - Ubd 7 Apr 99. What are the defects? Chemical Contamination During Transportation. What are the hazards? Contamination What should consumers do? Return Product To Place Of Purchase For Refund. Supplier Woolworths Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"- Biscuits
- Woolworths Limited
- Hazard
- Home Brand

Extracted terms: 
- Biscuits
- Woolworths Limited
- Hazard
- Home Brand
- Assorted (Note: this term is not typically associated with food, but could be related to a food product or brand. However, the context suggests that it may be a generic term for a product line or category, which could be food-related.)",chemical,cereals and bakery products,other not classified chemical hazards,biscuits
1999,1,15,au,Liquorland—Scotch Whisky—Hankey Bannister,"PRA No. 1999/3780 Date published 15 Jan 1999 Product description All Batches Purchased Since 1 October 1998 To The Present. Glass Bottle. 700ml. Country Of Origin: Scotland. Distributed Through Liquorland, Vintage Cellars, Quaffers Liquor Markets, Farmer Bros & Local Hero. What are the defects? Glass Fragment Contamination. What are the hazards? Contamination. What should consumers do? Return To Store Where Purchased For A Full Refund. Customer Enquiries Phone 1800 001 452. Supplier Liquorland (aust.) Pty Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Drinks × Close","liquor, whisky, Hankey Bannister, hazard, scotch

Notes:
* Liquorland is a whisky brand.
* Scotch whisky is a type of whisky made from malted barley.
* Hankey Bannister is a company that produces and distributes whisky.

Hazard-related terms: none

Food-related terms: none

Combined list:
* liquor
* whisky
* Hankey Bannister",foreign bodies,alcoholic beverages,glass fragment,whisky
1999,1,19,au,Coles Myer Supermarkets—Value Bag Choc Sultanas,PRA No. 1999/3785 Date published 19 Jan 1999 Product description Brand Name: Savings. Best Before - 4 August 1999 400gm Bag. Sold At Coles & Bi-lo Stores In Victoria . What are the defects? Possibility That Packages May Contain Peanuts. What are the hazards? Adverse Reaction. What should consumers do? Return To Local Store For A Full Refund. For Further Information Contact Customer Information Line On 1800 061 562 Supplier Coles Myer Supermarkets Where the product was sold Victoria Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery × Close,"value, bag, choc, sultanas, supermarkets, hazard, risk

Extracted terms: value, hazard, risk

The extracted terms 'value' and 'hazard' and 'risk' are related to food-related hazards. 'Value' refers to the quality of the product, while 'hazard' and 'risk' refer to the potential danger of consuming the product. 

The extracted term 'choc' refers to chocolate, which is a type of food. 'S",allergens,confectionery,peanuts and products thereof,milk chocolate covered raisins
1999,2,19,au,Blue Lotus Foods—Tofu Cutlets,"PRA No. 1999/3826 Date published 19 Feb 1999 Product description 240g. All Batches With Best Before Dates Between 12 March 1999 Up To And Including 14 April 1999. Identifying features N/A What are the defects? Bacterial Contamination - Higher Than Acceptable Levels Of Micro-organisms. What are the hazards? Contamination. What should consumers do? Return The Product To The Point Of Purchase For An Immediate Refund. Supplier Blue Lotus Foods Pty Ltd Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Meat, seafood and deli Groceries × Close","Blue Lotus, Foods, Tofu, Cutlets, Hazard, Food Safety, Food Handling, Foodborne Illness, Food Poisoning, Food Allergy.

Extracted terms: Blue Lotus, Foods, Tofu, Cutlets, Hazard, Food Safety, Food Handling, Foodborne Illness, Food Poisoning, Food Allergy. 

Note: The terms 'Blue Lotus', 'Tofu', 'Cutlets', and 'Food Allergy' are related to food-related terms",biological,other food product / mixed,other not classified biological hazards,tofu
1999,2,24,au,Kooka's Country Cookies—Choc Coated Assorted,"PRA No. 1999/3835 Date published 24 Feb 1999 Product description Only The Choc Coated Assorted. All Use By Dates Prior To And Including 24 September 99. 3 Biscuits Per Pkt. 500g. Sold Through Coles, Bi-lo And General Outlets. What are the defects? Contains A Small Amount Of Peanuts The Presence Of Which Is Not Indicated On The Label And Represents A Risk To A Small Proportion Of The Population Who Suffer Allergic Reactions To Peanuts. What are the hazards? Adverse Reaction What should consumers do? Return Product To The Place Of Purchase For A Full Refund. For Further Information Contact Kooka's Country Cookies On (03) 5497 1763 Supplier Kooka's Country Cookies Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close","- Hazard
- Cookie
- Choc",allergens,cereals and bakery products,peanuts and products thereof,cookies
1999,3,12,au,"Jalong Goat Dairy—Frozen Goat Milk, Soft Cheese & Fetta",PRA No. 1999/3862 Date published 12 Mar 1999 Product description All Use-by Dates. All Product Sizes. Identifying features N/A What are the defects? Unacceptable Levels Of Micro-organisms. What are the hazards? Contamination What should consumers do? Return To Place Of Purchase For A Full Refund. Supplier Jalong Goat Dairy Where the product was sold Western Australia Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Eggs and dairy × Close,"- Goat
- Dairy
- Frozen
- Milk
- Soft cheese
- Fetta
- Hazard
- Goat milk

Hazards: 
- Raw milk
- Goat milk
- Goat milk (Raw)

Note: The title contains 6 terms related to food and 4 terms related to hazards.",biological,"meat, egg and dairy products",other not classified biological hazards,cheese
1999,3,19,au,Coles Myer Supermarkets—Chocolate Sultanas 400gm,"PRA No. 1999/3870 Date published 19 Mar 1999 Product description All Batches. Savings Value Bag Choc Sultanas, Bi-lo Choc Sultanas And Value Bag Chocolate Coated Sultanas Purchased From Coles Supermarkets, Bi-lo, Newmart And Pick'n'pay Stores Nationally. What are the defects? Some Bags May Contain Peanuts Which Could Pose A Risk To People Allergic To Peanuts. What are the hazards? Adverse Reaction What should consumers do? Return To Place Of Purchase For A Full Refund. For Further Information Contact Customer Information Line On 1800 061 562. Supplier Coles Myer Supermarkets Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery × Close","Supermarkets, Chocolate, Sultanas, Hazard

Extracted terms:

* Supermarkets
* Chocolate
* Sultanas
* Hazard

Note: Hazard is a term related to food safety and risk, rather than a type of food itself. The other two terms, Supermarkets and Chocolate, are clearly related to food products. Sultanas are a type of dried fruit, which is also a type of food.",allergens,confectionery,peanuts and products thereof,milk chocolate covered raisins
1999,3,19,au,Kmart—Boxed Chocolates And Easter Chocolate Items,PRA No. 1999/3871 Date published 19 Mar 1999 Product description Purchased From Kmart Burwood Store In Victoria Between 18 January And 18 March 1999. What are the defects? May Have Picked Up A Taint While In Storage. What are the hazards? Contamination. What should consumers do? Return To Nearest Kmart Store For A Full Refund Or Exchange. For Further Information Contact The Kmart Customer Information Line On 1800 634 251. Supplier Kmart Australia Ltd Where the product was sold Victoria Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery × Close,"chocolates, boxed, hazards, Easter, chocolate items, kmart

Note: The terms are extracted from the given title and are in the form of phrases. The extracted terms are not in any particular order.

Food-related terms:
1. chocolates
2. Easter

Hazard-related terms:
1. hazards
2. chocolate items
3. boxed
4. kmart",organoleptic aspects,"cocoa and cocoa preparations, coffee and tea",spoilage,chocolates
1999,3,19,au,Uncle Tobys—Bluebird Dunkaroos Biscuits,"PRA No. 1999/3874 Date published 19 Mar 1999 Product description Strawberry And Choc Hazelnut. All Use By Dates Between 01.11.99 & 20.11.99 Inclusive. 135g. Distributed Nationally Through Davids, Franklins, Woolworths, Coles/myer And Their Associated Companies. What are the defects? May Contain Metal Fragments And Shavings Ranging In Size From 2 To 3mm. What are the hazards? Contamination What should consumers do? Return To Place Of Purchase For Refund. Supplier The Uncle Tobys Company Limited Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close","- Bluebird
- Dunkaroos
- Biscuits
- Hazards
- Uncle Tobys
- Food
- Bluebird Dunkaroos Biscuits

Extracted terms:
- Bluebird
- Dunkaroos
- Biscuits
- Hazards
- Uncle Tobys
- Food
- Bluebird Dunkaroos Biscuits
- Bluebird
- Dunkaroos Biscuits
- Hazards
- Uncle Tobys Food
-",foreign bodies,cereals and bakery products,metal fragment,biscuits
1999,4,13,au,Haberfields—Country Fresh Thickened Cream,PRA No. 1999/3899 Date published 13 Apr 1999 Product description Haberfields Country Fresh Thickened Cream 300ml - Use By Date 28/4/99; And Ice Coffee 300ml - Use By Date 19/4/99 Identifying features N/A What are the defects? May Be Contaminated With Listeria Monocytogenes. What are the hazards? Contamination. What should consumers do? Return To Point Of Purchase For A Full Refund. Supplier Parmalat Foods Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Eggs and dairy × Close,"- Country
- Fresh
- Thickened
- Cream
- Hazard

Extraction:
- Country: Haberfields
- Fresh: 
  - Fresh cream
- Hazard:
  - Hazard
  - Thickened cream
- Food-related:
  - Cream
  - Thickened cream
- Other terms:
  - Country: Haberfields
  - Fresh: Fresh cream
  - Hazard: Hazard
  - Food-related: Fresh cream, Thickened cream",biological,"meat, egg and dairy products",listeria monocytogenes,other dairy products
1999,5,6,au,Green's—Pastry Mix,PRA No. 1999/3930 Date published 6 May 1999 Product description 300g Packets. Best Before 27 August 99. Identifying features N/A What are the defects? May Contain Pieces Of Metal Wire 1-2cm Long And About 0.5mm Diameter. What are the hazards? Contamination. What should consumers do? Return To Retail Outlet For A Refund. For Further Enquiries Ring (02) 9830 9999. Supplier Greens General Foods Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"Green's Pastry Mix, Food-related, Hazard-related, Food safety, Bakery, Pastry, Mix, Bakery mix, Pastry mix, Safety, Hazards, Food handling, Storage, Storage conditions, Bakery equipment, Bakery products, Food processing, Food safety regulations, Bakery hazards, Food safety precautions, Food handling procedures, Bakery equipment maintenance, Food safety inspection, Food safety testing, Bakery products safety, Food processing hazards, Bakery products quality, Food safety inspection procedures, Bakery equipment inspection, Food",foreign bodies,prepared dishes and snacks,metal fragment,pastry
1999,5,7,au,Coles—Eucalyptus & Honey Tea Recipe,"PRA No. 1999/3931 Date published 7 May 1999 Product description Available From All Coles Supermarkets And The Coles Website. The Recipe Is On The Back Page Of 'great Meal Ideas'. The Brochure Can Be Distinguished By 1st Anniversary Edition Logo On The Top Right Of The Front Page. What are the defects? The Recipe Contains Eucalyptus Oil As An Ingredient, Which Could Pose A Health Risk. What are the hazards? Injury. What should consumers do? Consumers Advised Not To Prepare This Recipe. For A Replacement Recipe Contact Bushells Tea On 1800 801 885. Recipes Will Also Be Available In Coles Supermarkets Within 6 Weeks. Supplier Coles Supermarkets Australia Py Ltd Where the product was sold Nationally Responsible regulator Australian Competition and Consumer Commission is the responsible regulator for this recall. Product category Groceries Drinks × Close","Coles, Eucalyptus, Honey, Tea, Hazard, Safety.

Extracted terms:

- Coles
- Eucalyptus
- Honey
- Tea
- Hazard
- Safety

Note: The term 'Hazard' was extracted because it refers to a potential risk or danger. The term 'Safety' was also extracted because it refers to the opposite of the term 'Hazard'.",fraud,"cocoa and cocoa preparations, coffee and tea",incorrect labeling,tea
1999,6,15,au,Ricegrowers' Co-operative—Long Grain Jasmine Rice,PRA No. 1999/3982 Date published 15 Jun 1999 Product description Koala Brand. Best Before 22 March 2000. L5. Packaged On 22 March 1999 And Became Available Shortly After That Date Throughout Australia. What are the defects? May Contain Foreign Matter Including Gravel. What are the hazards? Contamination What should consumers do? Return To Place Of Purchase For A Full Refund. For Further Information Contact Ricegrowers' Co-operative Ltd On Freecall 1800 357555. Supplier Ricegrowers' Co-operative Limited Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"- Ricegrowers
- Co-operative
- Long Grain Jasmine Rice
- Hazard
- Health

**Extracted terms:**

1. Ricegrowers
2. Co-operative
3. Long Grain Jasmine Rice
4. Hazard
5. Health

Note: The extracted terms are not exhaustive and may not represent all the relevant terms in the original text.",foreign bodies,cereals and bakery products,stones,rice
1999,6,25,ca,Eggs and products thereof in ice cream by Island Farms Dairy from Canada,"Newsroom > Food Recalls and Allergy Alerts > Archives 
This archive of previously issued food recalls and allergy alerts is provided for reference and research purposes.
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
The following information was transmitted to the news media today, June 25, 1999 by Island Farms Dairy, Victoria , B.C.
VICTORIA, June 25, 1999 - Island Farms Dairy of Victoria, B.C. is warning consumers with egg yolk allergies not to consume Icy Bay Lemon Yukon Ice Cream sold in the 2L carton, with UPC code 0 57726 06675 9, because the product has been found to contain egg yolk which is not declared on the label.
Island Farms Dairy is recalling 626 units of this product because the undeclared egg yolk in this flavour may cause a serious or life-threatening reaction in persons with egg yolk allergies.
The 2L size of Icy Bay Lemon Yukon Ice Cream was distributed through all local grocers carrying Island Farms Dairy products across Vancouver Island and the B.C. Lower Mainland.
No illnesses have been reported to date.
Consumers should return this product to their local grocer or directly to Island Farms Dairy for a product credit.
Consumers can contact Island Farms Dairy by calling (250) 360-5200.
This archive of previously issued food recalls and allergy alerts is provided for reference and research purposes.
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
The following information was transmitted to the news media today, June 25, 1999 by Island Farms Dairy, Victoria , B.C.
VICTORIA, June 25, 1999 - Island Farms Dairy of Victoria, B.C. is warning consumers with egg yolk allergies not to consume Icy Bay Lemon Yukon Ice Cream sold in the 2L carton, with UPC code 0 57726 06675 9, because the product has been found to contain egg yolk which is not declared on the label.
Island Farms Dairy is recalling 626 units of this product because the undeclared egg yolk in this flavour may cause a serious or life-threatening reaction in persons with egg yolk allergies.
The 2L size of Icy Bay Lemon Yukon Ice Cream was distributed through all local grocers carrying Island Farms Dairy products across Vancouver Island and the B.C. Lower Mainland.
No illnesses have been reported to date.
Consumers should return this product to their local grocer or directly to Island Farms Dairy for a product credit.
Consumers can contact Island Farms Dairy by calling (250) 360-5200.
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
The following information was transmitted to the news media today, June 25, 1999 by Island Farms Dairy, Victoria , B.C.
VICTORIA, June 25, 1999 - Island Farms Dairy of Victoria, B.C. is warning consumers with egg yolk allergies not to consume Icy Bay Lemon Yukon Ice Cream sold in the 2L carton, with UPC code 0 57726 06675 9, because the product has been found to contain egg yolk which is not declared on the label.
Island Farms Dairy is recalling 626 units of this product because the undeclared egg yolk in this flavour may cause a serious or life-threatening reaction in persons with egg yolk allergies.
The 2L size of Icy Bay Lemon Yukon Ice Cream was distributed through all local grocers carrying Island Farms Dairy products across Vancouver Island and the B.C. Lower Mainland.
No illnesses have been reported to date.
Consumers should return this product to their local grocer or directly to Island Farms Dairy for a product credit.
Consumers can contact Island Farms Dairy by calling (250) 360-5200.
The following information was transmitted to the news media today, June 25, 1999 by Island Farms Dairy, Victoria , B.C.
VICTORIA, June 25, 1999 - Island Farms Dairy of Victoria, B.C. is warning consumers with egg yolk allergies not to consume Icy Bay Lemon Yukon Ice Cream sold in the 2L carton, with UPC code 0 57726 06675 9, because the product has been found to contain egg yolk which is not declared on the label.
Island Farms Dairy is recalling 626 units of this product because the undeclared egg yolk in this flavour may cause a serious or life-threatening reaction in persons with egg yolk allergies.
The 2L size of Icy Bay Lemon Yukon Ice Cream was distributed through all local grocers carrying Island Farms Dairy products across Vancouver Island and the B.C. Lower Mainland.
No illnesses have been reported to date.
Consumers should return this product to their local grocer or directly to Island Farms Dairy for a product credit.
Consumers can contact Island Farms Dairy by calling (250) 360-5200.
VICTORIA, June 25, 1999 - Island Farms Dairy of Victoria, B.C. is warning consumers with egg yolk allergies not to consume Icy Bay Lemon Yukon Ice Cream sold in the 2L carton, with UPC code 0 57726 06675 9, because the product has been found to contain egg yolk which is not declared on the label.
Island Farms Dairy is recalling 626 units of this product because the undeclared egg yolk in this flavour may cause a serious or life-threatening reaction in persons with egg yolk allergies.
The 2L size of Icy Bay Lemon Yukon Ice Cream was distributed through all local grocers carrying Island Farms Dairy products across Vancouver Island and the B.C. Lower Mainland.
No illnesses have been reported to date.
Consumers should return this product to their local grocer or directly to Island Farms Dairy for a product credit.
Consumers can contact Island Farms Dairy by calling (250) 360-5200.
Island Farms Dairy is recalling 626 units of this product because the undeclared egg yolk in this flavour may cause a serious or life-threatening reaction in persons with egg yolk allergies.
The 2L size of Icy Bay Lemon Yukon Ice Cream was distributed through all local grocers carrying Island Farms Dairy products across Vancouver Island and the B.C. Lower Mainland.
No illnesses have been reported to date.
Consumers should return this product to their local grocer or directly to Island Farms Dairy for a product credit.
Consumers can contact Island Farms Dairy by calling (250) 360-5200.
The 2L size of Icy Bay Lemon Yukon Ice Cream was distributed through all local grocers carrying Island Farms Dairy products across Vancouver Island and the B.C. Lower Mainland.
No illnesses have been reported to date.
Consumers should return this product to their local grocer or directly to Island Farms Dairy for a product credit.
Consumers can contact Island Farms Dairy by calling (250) 360-5200.
No illnesses have been reported to date.
Consumers should return this product to their local grocer or directly to Island Farms Dairy for a product credit.
Consumers can contact Island Farms Dairy by calling (250) 360-5200.
Consumers should return this product to their local grocer or directly to Island Farms Dairy for a product credit.
Consumers can contact Island Farms Dairy by calling (250) 360-5200.
Consumers can contact Island Farms Dairy by calling (250) 360-5200.
For more information, media please contact:
Bill Keck Island Farms Dairy 2220 Dowler Place Victoria, B.C. (250) 360-5200 - daytime (250) 652-5940 - after hours
End of Company Transmission John Wakelin Canadian Food Inspection Agency Ottawa, ON (613) 225-2342 ext. 4722 (613) 794-1330
Bill Keck Island Farms Dairy 2220 Dowler Place Victoria, B.C. (250) 360-5200 - daytime (250) 652-5940 - after hours
End of Company Transmission John Wakelin Canadian Food Inspection Agency Ottawa, ON (613) 225-2342 ext. 4722 (613) 794-1330
End of Company Transmission John Wakelin Canadian Food Inspection Agency Ottawa, ON (613) 225-2342 ext. 4722 (613) 794-1330","**

1. Eggs
2. Products
3. Theofor
4. Ice cream
5. Hazard
6. Dairy

**Notes:**

- The extracted terms are in the same order as they appear in the original title.
- The terms are categorized as follows:
  - Food-related terms: eggs, products, ice cream
  - Hazard-related terms: hazard",allergens,ices and desserts,eggs and products thereof,ice cream
1999,7,12,au,Nestle—Billabong chocolate ice cream 8 pack,PRA No. 1999/4005 Date published 12 Jul 1999 Product description Nestle Peters Brand. Marked Best Before 16 Feb 00 On End-flap Of Box. Multipack X 8. 660ml. Please Note This Recall Does Not Apply To Billabong Icecreams Sold As Individual Items. Identifying features N/A What are the defects? Some Icecreams Have An Unusual Tast Due To Contamination With Food Grade Sanitiser. What are the hazards? Contamination What should consumers do? Please Return The Carton That Contained The Product To The Store Where It Was Purchased For A Full Refund And Dispose Of Any Remaining Icecreams. Enquiries Can Be Directed To Freecall 1800 069 678. Supplier Nestle Australia Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery Eggs and dairy × Close,"- Nestle
- Billabong
- Chocolate
- Ice cream
- 8 pack
- Hazard
- Food-related
- Hazards

Hazard-related terms: 
- Chocolate
- Hazards
- Food-related

Food-related terms: 
- Chocolate
- Ice cream
- 8 pack
- Hazard
- Food-related
- Hazards

The final answer is: There are no hazard-related terms.",organoleptic aspects,ices and desserts,taste disturbance,ice cream
